Age,Gender,Education_Level,Job Title,Divisions,Years of Experience,Rank,Salary,Salary_division
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
26,Male,Bachelor's Degree,Senior Product Marketing Manager,Managerial,5,Junior,85000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
28,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Female,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
33,Male,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
28,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
50,Male,PhD,Software Engineer Manager,Managerial,20,Senior,210000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,11,Mid-level,170000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
44,Female,PhD,Senior Project Engineer,Engineering,16,Senior,190000,High
32,Male,Master's Degree,Back end Developer,Developer,7,Mid-level,120000,Moderate
48,Male,PhD,Software Engineer Manager,Managerial,19,Senior,200000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
34,Male,Master's Degree,Front end Developer,Developer,9,Mid-level,150000,High
37,Female,Bachelor's Degree,Software Engineer Manager,Managerial,11,Mid-level,170000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
49,Female,PhD,Senior Project Engineer,Engineering,19,Senior,210000,High
27,Male,Bachelor's Degree,Software Engineer,Engineering,3,Junior,85000,Moderate
41,Male,Master's Degree,Software Engineer Manager,Managerial,14,Mid-level,180000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,85000,Moderate
37,Male,Master's Degree,Software Engineer Manager,Managerial,10,Mid-level,150000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,85000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,18,Senior,195000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,85000,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,85000,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,85000,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,85000,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,85000,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
30,Female,Bachelor's Degree,Marketing Coordinator,Marketing,5,Junior,85000,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
30,Female,Bachelor's Degree,Product Manager,Managerial,5,Junior,85000,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
28,Male,Bachelor's Degree,Full Stack Engineer,Engineering,5,Junior,84407,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
28,Male,Master's Degree,Full Stack Engineer,Engineering,5,Junior,84181,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
46,Male,PhD,Software Engineer Manager,Managerial,16,Senior,185000,High
33,Female,Bachelor's Degree,Full Stack Engineer,Engineering,7,Mid-level,130000,Moderate
28,Male,Master's Degree,Full Stack Engineer,Engineering,5,Junior,84181,Moderate
50,Male,PhD,Senior Project Engineer,Engineering,19,Senior,200000,High
28,Male,Master's Degree,Full Stack Engineer,Engineering,5,Junior,84181,Moderate
42,Male,Master's Degree,Software Engineer Manager,Managerial,13,Mid-level,170000,High
27,Female,Master's Degree,Full Stack Engineer,Engineering,4,Junior,83577,Moderate
45,Male,PhD,Senior Project Engineer,Engineering,16,Senior,185000,High
28,Female,Bachelor's Degree,Senior Project Engineer,Engineering,4,Junior,82944,Moderate
39,Female,Master's Degree,Software Engineer Manager,Managerial,12,Mid-level,160000,High
28,Female,Master's Degree,Full Stack Engineer,Engineering,4,Junior,82697,Moderate
49,Male,PhD,Senior Project Engineer,Engineering,17,Senior,195000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,4,Junior,82683,Moderate
36,Male,Bachelor's Degree,Software Engineer Manager,Managerial,8,Mid-level,135000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,4,Junior,82683,Moderate
43,Female,PhD,Senior Project Engineer,Engineering,14,Mid-level,190000,High
34,Male,Master's Degree,Back end Developer,Developer,8,Mid-level,140000,High
27,Male,High School,Back end Developer,Developer,4,Junior,80247,Moderate
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
27,Male,High School,Back end Developer,Developer,4,Junior,80247,Moderate
44,Male,PhD,Senior Data Scientist,Science and Analytics,15,Senior,180000,High
27,Male,High School,Back end Developer,Developer,4,Junior,80247,Moderate
31,Male,Bachelor's,Sales Manager,Managerial,4,Junior,80000,Moderate
34,Female,Master's,Business Analyst,Business,5,Junior,80000,Moderate
38,Male,Bachelor's Degree,Data Scientist,Science and Analytics,10,Mid-level,150000,High
34,Female,Master's,UX Designer,Marketing,5,Junior,80000,Moderate
46,Female,PhD,Director of Data Science,Director,20,Senior,220000,High
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
34,Female,Master's,Senior Financial Advisor,Finance,6,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
29,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
28,Female,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
28,Female,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
29,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
28,Female,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
28,Female,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
28,Female,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
27,Male,Bachelor's Degree,Front end Developer,Developer,3,Junior,80000,Moderate
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
27,Female,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
37,Male,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,160000,High
27,Female,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
37,Female,Bachelor's Degree,Data Analyst,Science and Analytics,11,Mid-level,150000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
33,Male,Bachelor's Degree,Data Analyst,Science and Analytics,7,Mid-level,142000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
29,Male,Bachelor's,Data Analyst,Science and Analytics,7,Mid-level,130000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
29,Female,Bachelor's,Data Analyst,Science and Analytics,7,Mid-level,130000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
29,Male,Bachelor's,Data Analyst,Science and Analytics,7,Mid-level,130000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
29,Female,Bachelor's,Data Analyst,Science and Analytics,7,Mid-level,130000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
29,Male,Bachelor's,Data Analyst,Science and Analytics,7,Mid-level,130000,Moderate
27,Male,Bachelor's Degree,Back end Developer,Developer,3,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
29,Male,Bachelor's Degree,Front End Developer,Developer,4,Junior,80000,Moderate
32,Male,Master's Degree,Product Manager,Managerial,7,Mid-level,110000,Moderate
29,Male,Bachelor's Degree,Front End Developer,Developer,4,Junior,80000,Moderate
29,Female,Bachelor's,Data Analyst,Science and Analytics,7,Mid-level,130000,Moderate
29,Male,Bachelor's Degree,Front End Developer,Developer,4,Junior,80000,Moderate
41,Female,PhD,Director of Data Science,Director,16,Senior,200000,High
29,Male,Bachelor's,Data Analyst,Science and Analytics,7,Mid-level,130000,Moderate
29,Male,Bachelor's Degree,Front End Developer,Developer,4,Junior,80000,Moderate
36,Male,PhD,Senior Data Scientist,Science and Analytics,12,Mid-level,170000,High
29,Male,Bachelor's Degree,Front End Developer,Developer,4,Junior,80000,Moderate
29,Male,Bachelor's Degree,Front End Developer,Developer,4,Junior,80000,Moderate
42,Male,Master's Degree,Product Manager,Managerial,14,Mid-level,180000,High
29,Male,Bachelor's Degree,Front End Developer,Developer,4,Junior,80000,Moderate
29,Female,Bachelor's,Data Analyst,Science and Analytics,7,Mid-level,130000,Moderate
29,Female,Bachelor's Degree,Software Developer,Developer,5,Junior,80000,Moderate
48,Male,PhD,Director of Data Science,Director,18,Senior,210000,High
34,Male,Master's Degree,Data Scientist,Science and Analytics,9,Mid-level,140000,High
29,Male,Bachelor's Degree,Front End Developer,Developer,4,Junior,80000,Moderate
34,Female,Bachelor's Degree,Full Stack Engineer,Engineering,8,Mid-level,122485,Moderate
25,Male,PhD,Software Engineer Manager,Managerial,12,Mid-level,169159,High
